auth_ts;uid
1009732843;12
1010270012;2
1010852274;2
1011215707;2
1011320037;2
1011544485;2
1012031661;2
1012368569;2
1012720075;2
1013238344;2
1013501524;2
1013626719;13
1013634273;2
1014006330;2
1014102211;2
1014195545;2
1014598832;2
1014707791;2
1015173487;2
1015287485;2
1015739431;2
1015911198;2
1016116353;2
1016453671;2
1016961694;2
1017167787;2
1017251830;14
1017726572;2
1018059798;2
1018609785;2
1019214156;2
1019420287;2
1019767555;2
1019875274;2
1020112010;2
1020294232;2
1020639295;15
1020777173;2
1021004454;15
1021144846;2
1021538468;15
1021710022;2
1022039874;15
1022227269;2
1022329449;15
1022647934;2
1022910137;15
1023236398;2
1023467358;2
1023508504;15
1023720636;15
1023824712;16
1023995853;2
1024122219;2
1024145588;15
1024392013;15
1024598013;2
1024791609;2
1024919659;2
1024989660;15
1025394707;2
1025866563;2
1026129166;2
1026250885;2
1026694845;2
1026828002;18
1026872417;2
1027065839;2
1027191424;18
1027197621;2
1027394314;18
1027677091;2
1027821944;18
1028073513;2
1028443130;2
1028985186;2
1029367671;2
1029668871;19
1029748374;2
1030030242;2
1030330106;2
1030600526;2
1030790724;2
1031011318;2
1031585173;2
1031811271;2
1032188647;2
1032363989;20
1032554279;2
1032994055;2
1033314718;2
1033638751;2
1033731394;2
1034232974;2
1034436590;2
1034653674;2
1034927584;21
1035243468;2
1035418135;21
1035593809;2
1035867289;21
1036120940;2
1036160591;21
1036463348;21
1036621328;2
1036808482;21
1037016171;2
1037038969;21
1037375498;22
1037543794;2
1037783369;22
1037830265;2
1037984802;22
1038167975;22
1038168006;2
1038427448;22
1038562744;2
1038697121;2
1038806452;22
1039209472;2
1039470717;2
1039711139;23
1040074889;2
1040248876;2
1040663499;2
1041174170;2
1041525387;2
1041684893;2
1041776623;2
1041947361;25
1042085566;2
1042511400;25
1042538485;2
1042986261;2
1043050211;25
1043251154;2
1043618716;25
1043803381;2
1044092282;26
1044367132;26
1044401352;2
1044595568;26
1044715803;2
1044802560;2
1044959101;26
1045348112;26
1045381279;2
1045629272;26
1045786205;26
1045953332;2
1046153067;27
1046154079;26
1046317607;2
1046346560;26
1046560836;27
1046661088;27
1046759776;2
1046867975;26
1047017612;2
1047081131;27
1047213957;2
1047738730;2
1048045862;2
1048136067;29
1048259159;2
1048551883;2
1048672849;2
1049031443;2
1049323230;2
1049501184;2
1049860440;2
1050043343;30
1050141366;2
1050547951;2
1051140286;2
1051377667;2
1051644601;2
1051887156;31
1052024960;2
1052463369;2
1052688067;2
1052891546;2
1053322792;2
1053626480;2
1053668454;32
1053979023;32
1054041672;2
1054284367;32
1054327379;2
1054491358;32
1054673420;2
1055044228;32
1055138622;2
1055391339;33
1055582991;32
1055713088;2
1056150673;32
1056199068;2
1056317488;2
1056347258;32
1056478322;2
1056869483;2
1056940215;32
1057020442;2
1057059519;34
1057117527;2
1057409396;32
1057704806;2
1058068791;2
1058665842;2
1058676363;35
1058902923;2
1059101386;2
1059411001;2
1059510031;2
1059659541;2
1059870832;2
1059961254;2
1060244936;36
1060478765;2
1061015574;2
1061376946;2
1061701163;2
1061768036;37
1062025483;2
1062166774;2
1062445819;2
1062986086;2
1063248226;38
1063277413;2
1063583422;2
1063792069;2
1064050728;2
1064507838;2
1064687858;39
1064808439;2
1064955610;2
1065384360;2
1065671163;2
1066089095;40
1066103314;2
1066498279;2
1066770430;2
1067221374;2
1067457532;41
1067647574;2
1067978703;2
1068574467;2
1068728860;2
1068787813;43
1069088724;2
1069313810;2
1069435240;2
1069786404;2
1070043081;2
1070085244;44
1070542539;2
1070801002;2
1071351408;45
1071368494;2
1071484068;45
1071499238;2
1071950934;2
1071960804;45
1072412118;45
1072417622;2
1072587777;46
1072713897;45
1072962399;2
1073019933;45
1073396442;2
1073709025;2
1073795722;47
1074258895;2
1074810048;2
1074976519;48
1075016939;2
1075433881;2
1075875901;2
1076131363;49
1076380429;2
1076682983;2
1077261370;50
1077283060;2
1077695156;50
1077723099;2
1077849238;2
1078077602;50
1078285088;2
1078367585;52
1078486041;50
1078644473;2
1078937715;50
1079156805;50
1079204808;2
1079320234;2
1079344386;50
1079450990;53
1079848797;50
1079922767;2
1080034365;2
1080215379;50
1080254998;2
1080460224;2
1080508906;54
1080738903;2
1081153174;2
1081520094;2
1081549401;55
1081957527;2
1082001870;55
1082246876;55
1082422313;55
1082529788;2
1082569691;56
1082615828;55
1082798330;55
1082808102;2
1083256314;2
1083321984;55
1083531989;2
1083570545;57
1083906325;55
1084104257;2
1084414279;55
1084543505;55
1084552691;58
1084665016;2
1084760003;2
1085100169;2
1085516815;59
1085683223;2
1085818841;2
1085854085;59
1086174992;59
1086259101;2
1086463567;60
1086471890;2
1086485990;59
1086634314;60
1086703449;59
1086804988;2
1086814299;59
1086951258;60
1087037096;59
1087211092;60
1087286434;2
1087393560;61
1087403695;59
1087420894;2
1087837070;59
1087987260;2
1088081476;59
1088262876;2
1088307379;62
1088723017;2
1088863600;2
1089205577;63
1089289422;2
1089609458;2
1090088678;64
1090152340;2
1090546807;64
1090683054;64
1090705357;2
1090957182;65
1091057226;64
1091277874;2
1091652079;64
1091741048;2
1091811563;66
1091945187;64
1092046228;64
1092053738;2
1092397297;2
1092512052;64
1092533285;2
1092652273;67
1092700735;2
1092765893;64
1092967280;67
1093149074;2
1093352987;64
1093479743;68
1093482435;67
1093617147;2
1093739951;67
1093798535;2
1093951137;64
1094072187;2
1094294384;69
1094302826;67
1094442594;67
1094527724;2
1095035132;67
1095064977;2
1095096587;70
1095339976;67
1095433933;2
1095669914;67
1095886727;71
1095978754;2
1096348495;71
1096358069;2
1096665160;72
1096706442;2
1096856231;72
1096934411;2
1097191992;72
1097324860;2
1097432228;73
1097630587;72
1097791158;2
1097927853;72
1097979308;2
1098188260;74
1098242005;2
1098539753;2
1098744499;74
1098933567;75
1099009051;2
1099204898;2
1099243805;74
1099302021;2
1099672050;76
1099702007;74
1099864185;2
1100300900;74
1100396796;77
1100423725;2
1100860851;74
1100947277;2
1101111682;78
1101298244;74
1101491255;2
1101614430;2
1101616847;74
1101816971;80
1101949756;2
1102164650;74
1102319059;74
1102479540;2
1102512919;81
1102739811;2
1103199769;82
1103313437;2
1103537729;2
1103877756;83
1104113904;2
1104292183;2
1104547106;84
1104568552;2
1104972490;2
1105208037;85
1105531850;2
1105698102;2
1105860757;86
1105942273;2
1106450924;2
1106505468;87
1106635176;2
1107026211;2
1107142364;88
1107237563;2
1107771632;89
1107801824;2
1108316852;2
1108393453;90
1108854031;2
1108920431;90
1109008001;91
1109212231;90
1109340146;90
1109395366;2
1109484248;2
1109538492;91
1109615445;92
1109646934;2
1109942830;91
1109972482;92
1110044408;2
1110215946;94
1110263313;2
1110282109;92
1110355550;91
1110482773;2
1110809054;94
1110809662;95
1110832882;2
1110925599;91
1111011105;2
1111040792;91
1111133603;2
1111396743;96
1111483743;2
1111529724;91
1111667411;2
1111973738;97
1112031803;2
1112221459;2
1112395601;2
1112547987;98
1112571463;2
1112692065;2
1112913683;2
1113116028;99
1113434652;2
1113485411;99
1113677994;101
1113759195;2
1113848447;2
1114156930;2
1114234012;102
1114376599;102
1114505412;2
1114784209;103
1114866679;102
1114983890;2
1115205235;2
1115266180;102
1115328704;104
1115370166;102
1115389815;2
1115570297;2
1115729013;102
1115816732;2
1115867614;105
1115902996;102
1116101658;102
1116388177;2
1116401053;106
1116929130;107
1116990568;2
1117127648;2
1117339582;2
1117451953;108
1117494219;2
1117625770;108
1117780068;2
1117969625;109
1118071611;2
1118204563;108
1118380236;2
1118400054;108
1118482246;110
1118552393;109
1118874306;109
1118907877;2
1118910886;108
1118989915;111
1119164530;2
1119407097;109
1119435023;108
1119487161;2
1119492725;112
1119541554;108
1119696627;109
1119880348;109
1119909947;2
1119990769;113
1120012713;108
1120142652;108
1120237827;113
1120267390;109
1120374463;2
1120392790;108
1120396917;113
1120430982;109
1120484137;114
1120758043;2
1120876294;108
1120972915;115
1121339257;2
1121436403;108
1121457189;116
1121506014;2
1121638380;2
1121782546;108
1121904970;2
1121937039;117
1122169341;117
1122198214;2
1122264334;108
1122337118;2
1122369428;108
1122412547;118
1122592229;2
1122592935;117
1122683550;2
1122866163;2
1122883791;119
1122896664;108
1122993015;108
1123120173;117
1123160576;108
1123268354;117
1123279257;2
1123350845;120
1123487171;117
1123699484;108
1123720288;2
1123813784;121
1123924945;117
1124070916;108
1124096103;2
1124190934;117
1124272681;122
1124511423;108
1124528690;2
1124727603;123
1124745711;122
1124829421;2
1124877870;108
1125002721;2
1125016136;108
1125178622;124
1125331955;122
1125476552;2
1125525282;108
1125625801;125
1125638375;122
1125823037;108
1125896168;122
1125927700;2
1126069207;126
1126109219;108
1126142249;125
1126172142;2
1126289260;122
1126334017;108
1126508902;127
1126669742;125
1126684208;2
1126710462;108
1126887332;122
1126944948;128
1127067843;108
1127092878;122
1127132267;2
1127290719;108
1127377406;129
1127395064;2
1127446732;108
1127535578;122
1127698957;129
1127776543;108
1127806333;130
1127836639;129
1127957624;2
1128017096;129
1128091655;122
1128121848;2
1128127454;129
1128184545;108
1128231787;131
1128319334;129
1128406930;108
1128652257;2
1128653823;132
1128826793;129
1128920896;108
1129072497;133
1129083391;2
1129189138;108
1129487861;134
1129656913;108
1129667013;2
1129695544;134
1129899967;136
1129951199;108
1130229347;134
1130247797;2
1130285508;136
1130308867;137
1130400582;2
1130507789;108
1130543826;134
1130718208;138
1130773762;136
1130836799;108
1130863646;2
1130868530;134
1130908316;136
1131040123;136
1131054211;134
1131120841;139
1131249363;134
1131308112;108
1131337340;134
1131357724;2
1131520411;140
1131655655;2
1131888552;108
1131915241;134
1131916966;141
1132180145;2
1132234133;108
1132243971;134
1132286593;2
1132310551;142
1132444147;108
1132567237;2
1132668191;134
1132701209;143
1132799733;108
1132896285;2
1133088984;144
1133180941;108
1133473918;145
1133480190;2
1133602684;108
1133741258;145
1133856052;146
1133878000;2
1134052504;2
1134187963;108
1134235428;147
1134283536;108
1134338433;2
1134372204;146
1134612084;148
1134661580;146
1134858757;2
1134884459;108
1134986059;149
1134991702;2
1135070973;108
1135195932;146
1135224846;2
1135357391;150
1135368394;2
1135396169;108
1135523018;2
1135580693;108
1135624261;146
1135726117;151
1135796831;108
1135910548;146
1135925177;2
1136092274;152
1136290099;108
1136405893;146
1136416375;2
1136455897;153
1136543649;146
1136591235;108
1136817020;154
1136948733;146
1136961776;2
1137026810;108
1137175679;155
1137280301;108
1137354887;146
1137437182;108
1137531906;156
1137561424;2
1137583381;155
1137883131;2
1137885734;157
1137939125;108
1138058535;155
1138146048;108
1138237195;158
1138426373;2
1138486106;158
1138494533;155
1138586321;159
1138617299;108
1138670316;2
1138676184;158
1138933143;161
1139034720;155
1139051491;158
1139091985;108
1139221616;155
1139232367;2
1139277690;163
1139441990;155
1139503062;2
1139593421;158
1139619993;164
1139632624;108
1139666502;2
1139691470;158
1139788615;158
1139865814;163
1139890996;2
1139894287;155
1139912629;158
1139960080;165
1140206418;158
1140227158;108
1140239040;2
1140247890;163
1140297980;166
1140327806;2
1140390219;158
1140485598;108
1140556080;163
1140633721;167
1140667908;158
1140677490;2
1140861809;108
1140967330;168
1141045302;2
1141161707;158
1141298835;170
1141352539;158
1141456181;108
1141528381;2
1141605030;158
1141628261;171
1141805036;108
1141807749;2
1141955634;172
1141969496;158
1142067350;2
1142071109;108
1142193603;2
1142221045;158
1142280981;173
1142410325;158
1142516670;108
1142604325;174
1142686359;2
1142759057;173
1142821899;2
1142920863;158
1142925692;175
1143010411;173
1143011863;108
1143125535;158
1143245105;176
1143313256;2
1143393242;108
1143558988;177
1143596934;158
1143775999;176
1143854428;158
1143874564;178
1143880969;2
1143952261;108
1144034861;177
1144127418;177
1144142356;108
1144188256;179
1144274918;158
1144275210;176
1144393843;2
1144477240;158
1144500086;180
1144501620;108
1144520636;176
1144609164;177
1144747284;176
1144769232;2
1144775039;158
1144810077;181
1144989670;108
1145092455;177
1145118250;184
1145198683;158
1145210621;2
1145308349;176
1145396722;176
1145417627;2
1145424625;186
1145554056;176
1145583488;108
1145648097;177
1145708288;158
1145729225;187
1145930912;2
1146032069;188
1146077934;158
1146089690;176
1146113983;108
1146144971;2
1146303340;176
1146304672;108
1146333177;189
1146399179;158
1146435901;108
1146546280;108
1146632570;190
1146647191;2
1146655358;158
1146751719;2
1146763497;176
1146903361;158
1146930266;191
1147050056;190
1147089892;2
1147105809;108
1147172266;191
1147226286;192
1147313391;158
1147358914;2
1147364659;176
1147520646;193
1147558096;176
1147595270;191
1147636678;108
1147645809;190
1147688855;176
1147715159;191
1147780275;108
1147796177;158
1147813367;194
1147925549;2
1147966509;158
1147990168;176
1148104467;195
1148193427;191
1148220270;158
1148266781;108
1148302585;2
1148356211;108
1148393962;196
1148501719;191
1148516330;158
1148559320;108
1148565959;176
1148681871;197
1148781512;2
1148920026;108
1148968211;198
1149062798;158
1149074149;191
1149091975;176
1149131487;108
1149183725;2
1149252999;200
1149337559;158
1149347187;191
1149354976;108
1149490454;176
1149495164;191
1149536252;201
1149588004;191
1149608436;158
1149670729;108
1149693208;201
1149716274;2
1149760127;176
1149790067;200
1149817986;202
1149950874;108
1150058321;176
1150059895;2
1150067346;191
1150083968;108
1150098218;203
1150138509;200
1150194065;158
1150202413;201
1150235924;108
1150263306;176
1150348948;191
1150376962;204
1150446499;158
1150493545;108
1150500650;201
1150504450;176
1150530972;2
1150574433;200
1150606278;204
1150654236;206
1150659576;158
1150710983;204
1150751957;108
1150766504;158
1150809020;201
1150821024;191
1150876945;108
1150920523;176
1150930055;207
1151098736;108
1151117116;2
1151126248;200
1151204433;208
1151223394;204
1151325657;158
1151374478;176
1151404091;191
1151439830;108
1151449032;2
1151477385;209
1151630540;2
1151631729;176
1151660962;204
1151673195;108
1151683953;200
1151748928;210
1151802321;158
1151860151;191
1151879978;108
1152019074;211
1152036199;108
1152118153;2
1152161650;176
1152194525;204
1152287838;212
1152298749;191
1152319235;158
1152335811;108
1152495825;2
1152511465;176
1152555234;213
1152594160;204
1152615638;176
1152631086;212
1152669422;158
1152720878;191
1152799297;2
1152821277;214
1152821986;204
1152832117;108
1152905836;158
1152961502;108
1153001840;2
1153008948;213
1153066367;204
1153085979;216
1153103579;212
1153122694;213
1153157929;108
1153166548;2
1153205328;191
1153214883;176
1153275278;2
1153283931;204
1153291650;158
1153349354;217
1153478274;191
1153501391;2
1153519597;108
1153527349;213
1153552243;158
1153558514;204
1153604892;212
1153611416;218
1153693194;2
1153704734;213
1153718678;212
1153765860;176
1153803283;108
1153866151;213
1153872177;219
1153969079;158
1154013861;191
1154088999;204
1154131651;220
1154142266;212
1154172465;176
1154288938;2
1154373809;108
1154389849;221
1154394635;158
1154440173;191
1154460416;204
1154499850;2
1154516173;212
1154535021;158
1154570430;176
1154578898;108
1154601016;191
1154607427;212
1154646785;222
1154675457;2
1154688494;158
1154794408;176
1154838791;2
1154863492;212
1154896308;204
1154902470;223
1154970197;191
1154985564;221
1154992311;223
1155019509;108
1155035166;158
1155133310;212
1155156918;224
1155184389;108
1155206630;176
1155293239;221
1155298006;191
1155323369;2
1155381305;204
1155409772;223
1155410139;225
1155414575;176
1155424991;108
1155440335;224
1155480724;191
1155541222;2
1155593881;221
1155617362;204
1155638150;158
1155646383;212
1155662145;226
1155708453;2
1155713973;221
1155772637;224
1155819215;2
1155833389;212
1155889153;108
1155912949;227
1155974295;223
1155985038;2
1156013437;176
1156023842;221
1156054002;224
1156055123;191
1156094981;108
1156104955;204
1156162561;228
1156189471;158
1156222799;204
1156239183;212
1156351714;212
1156370282;191
1156384350;176
1156410993;229
1156430405;221
1156459535;2
1156490955;176
1156512146;223
1156529213;224
1156559204;221
1156628009;108
1156658256;230
1156663004;204
1156668651;221
1156714697;191
1156739869;158
1156751783;176
1156799597;224
1156864991;191
1156883959;108
1156897591;176
1156904361;231
1156917281;158
1156933211;212
1156989445;204
1156991697;108
1157033056;2
1157106763;223
1157135225;2
1157149319;232
1157163750;224
1157239272;158
1157241622;212
1157332433;108
1157369730;223
1157393139;233
1157397971;191
1157486890;204
1157498819;176
1157515753;233
1157531859;224
1157549090;2
1157596729;158
1157635834;234
1157673946;212
1157678512;176
1157682150;191
1157690723;2
1157843685;108
1157873164;224
1157877413;236
1157882154;212
1157969227;158
1158001845;224
1158035649;233
1158047944;204
1158117886;238
1158147962;191
1158161054;204
1158174183;2
1158270934;176
1158273655;212
1158281557;158
1158349156;2
1158357263;239
1158371547;108
1158396217;158
1158476602;191
1158493087;204
1158499338;158
1158595555;241
1158605090;224
1158606331;158
1158612421;108
1158619797;176
1158623835;233
1158753399;176
1158771820;204
1158805678;2
1158832771;242
1158867066;212
1158896742;158
1158903280;176
1158963824;233
1159033342;204
1159048701;224
1159058881;191
1159068921;243
1159089854;158
1159097358;212
1159097740;233
1159114267;108
1159122269;2
1159139853;176
1159205939;233
1159260005;2
1159274896;158
1159304015;244
1159308665;224
1159332338;191
1159425110;176
1159451050;108
1159489613;204
1159510269;158
1159538061;245
1159662326;2
1159678024;212
1159688104;191
1159748117;224
1159771069;246
1159816979;108
1159883927;191
1159989836;224
1160003049;247
1160009526;176
1160075700;158
1160079524;204
1160103775;2
1160116169;108
1160199778;212
1160234008;248
1160255344;191
1160288794;108
1160330135;2
1160359122;224
1160421893;204
1160454263;176
1160463957;249
1160467905;108
1160482649;212
1160521408;158
1160581067;204
1160584521;212
1160649919;249
1160692905;250
1160726975;191
1160739145;224
1160740354;204
1160756858;212
1160786886;2
1160797560;158
1160824003;176
1160835596;191
1160920858;251
1160984934;249
1160985362;108
1161005844;204
1161029850;251
1161147827;252
1161153835;176
1161169429;2
1161254943;212
1161308022;251
1161309982;224
1161316702;191
1161345451;158
1161373820;253
1161414158;249
1161424379;176
1161431585;2
1161461743;108
1161486653;204
1161504983;212
1161522167;249
1161598846;254
1161647106;251
1161681532;158
1161692277;204
1161752587;191
1161788795;224
1161822911;255
1161850205;158
1161881742;176
1161906437;191
1161924634;251
1161925899;2
1161962199;224
1161977605;108
1161985575;212
1162046025;256
1162071203;158
1162099378;2
1162116191;224
1162118061;191
1162210966;204
1162271796;258
1162333467;158
1162338945;108
1162362555;204
1162371817;212
1162467836;176
1162493031;259
1162561029;191
1162579057;108
1162593778;2
1162650521;176
1162654727;224
1162686381;191
1162688598;259
1162692545;204
1162713338;260
1162784773;108
1162882778;158
1162886394;224
1162888367;108
1162901499;212
1162932726;261
1162972033;176
1162972539;204
1163070565;2
1163121477;224
1163136204;158
1163151202;262
1163180858;108
1163180990;212
1163186710;204
1163241860;191
1163279970;108
1163305680;260
1163368772;263
1163430708;260
1163460587;224
1163461094;176
1163466245;2
1163536376;204
1163585446;264
1163622507;158
1163721396;212
1163775712;108
1163801230;265
1163825084;176
1163834413;191
1163859644;212
1163914299;260
1163929766;2
1163935970;158
1163944026;204
1163948945;224
1164002688;108
1164016131;266
1164098193;260
1164100705;2
1164178031;224
1164230157;268
1164280031;204
1164291896;158
1164307791;176
1164383408;191
1164394355;212
1164443314;269
1164481255;176
1164507303;108
1164517947;266
1164542054;212
1164600356;260
1164609770;224
1164650961;212
1164655611;270
1164661094;2
1164697381;191
1164756402;204
1164789643;212
1164818357;224
1164867053;271
1164893409;158
1164942578;224
1164984856;108
1165011808;176
1165034153;2
1165077647;272
1165111905;158
1165173575;260
1165189467;191
1165257043;224
1165285770;204
1165287401;274
1165299583;212
1165303176;2
1165358151;108
1165411278;271
1165454942;158
1165496321;275
1165534841;224
1165571293;176
1165587151;271
1165672326;191
1165704414;276
1165706897;260
1165804054;158
1165815094;191
1165857002;108
1165858258;204
1165864986;2
1165899723;212
1165911685;277
1165956617;108
1166014759;176
1166049714;271
1166050187;224
1166053445;2
1166070793;158
1166118142;278
1166218674;204
1166266876;191
1166288557;271
1166288905;212
1166298588;2
1166323791;279
1166462844;108
1166463199;158
1166488420;212
1166509216;224
1166528639;280
1166550498;204
1166581433;176
1166699046;108
1166704901;204
1166717548;2
1166719107;280
1166730929;271
1166732691;281
1166856996;191
1166867464;271
1166928896;224
1166935953;282
1166948680;2
1166991614;280
1167012019;281
1167012356;158
1167022101;212
1167099661;191
1167136507;108
1167138432;284
1167139492;176
1167177287;204
1167252060;176
1167268508;212
1167269570;281
1167326397;158
1167340134;285
1167349368;224
1167387310;284
1167423735;281
1167454887;280
1167467739;271
1167541065;286
1167546012;108
1167550098;2
1167551033;191
1167595789;158
1167675379;284
1167699549;191
1167741230;287
1167752842;224
1167753005;158
1167766172;204
1167771176;212
1167850293;176
1167861370;2
1167940635;288
1167952729;108
1167983634;176
1167986478;281
1167997052;280
1168033309;287
1168051627;158
1168057814;212
1168081217;281
1168116197;224
1168139287;290
1168151014;158
1168182783;191
1168236391;2
1168257808;158
1168259198;281
1168260050;212
1168290004;287
1168329351;191
1168337190;292
1168360655;204
1168369782;280
1168405366;224
1168452880;176
1168487406;108
1168533968;281
1168534351;293
1168586442;224
1168600359;158
1168726574;2
1168730775;294
1168733790;204
1168778175;287
1168780459;212
1168852713;191
1168861610;108
1168885634;287
1168926467;295
1168934194;280
1168964890;191
1168985659;281
1168995905;204
1169024429;212
1169042722;176
1169048500;158
1169056460;224
1169076103;293
1169121433;296
1169220281;296
1169264820;212
1169315678;297
1169315852;176
1169324425;2
1169333823;280
1169334820;204
1169341315;108
1169369391;191
1169402393;287
1169433269;224
1169506343;287
1169509208;298
1169523369;281
1169541911;176
1169552283;204
1169602759;296
1169636643;158
1169654036;293
1169702027;299
1169702343;280
1169705756;212
1169726661;191
1169762703;108
1169831122;158
1169884986;176
1169894142;300
1169894197;2
1169941425;287
1169944933;224
1170004193;296
1170044452;212
1170044645;224
1170083809;204
1170085557;301
1170096259;2
1170098796;158
1170102823;293
1170106530;191
1170125429;287
1170177503;296
1170193199;280
1170203539;176
1170208929;2
1170227639;224
1170231008;158
1170276276;303
1170319190;108
1170331045;204
1170409417;108
1170455850;191
1170466307;304
1170528053;212
1170539338;287
1170544062;2
1170550811;176
1170554532;280
1170556220;158
1170557379;204
1170583504;293
1170584412;296
1170593102;108
1170653192;158
1170655652;305
1170689517;204
1170695102;212
1170703677;293
1170703706;224
1170708256;287
1170714249;280
1170755211;108
1170841936;191
1170844317;306
1170911991;280
1170953373;158
1170971352;191
1170982288;2
1171002758;176
1171032308;307
1171056769;296
1171075621;212
1171078437;204
1171079366;224
1171092396;191
1171183505;293
1171194003;158
1171219628;308
1171239836;176
1171293174;287
1171351896;108
1171355892;224
1171406283;309
1171438406;204
1171457838;280
1171472080;108
1171499500;224
1171509611;212
1171509957;2
1171552507;158
1171592277;310
1171599091;280
1171621626;191
1171657514;224
1171659272;176
1171668998;293
1171723016;204
1171737566;108
1171777615;312
1171788099;287
1171835983;212
1171915419;287
1171955408;108
1171962302;314
1172041684;204
1172043185;2
1172069229;224
1172087865;158
1172135920;176
1172146341;315
1172166125;191
1172189513;280
1172196259;287
1172203416;293
1172258293;176
1172329739;316
1172337867;293
1172350255;176
1172366318;312
1172390309;212
1172455812;108
1172473068;204
1172512498;317
1172514129;312
1172556535;158
1172561705;212
1172568814;287
1172577985;191
1172613658;2
1172629658;280
1172656097;224
1172694624;318
1172761441;191
1172792926;312
1172799694;108
1172846350;176
1172847190;158
1172869559;287
1172870579;204
1172876121;319
1172886382;2
1172930185;312
1172978999;280
1173016587;204
1173053415;108
1173056993;320
1173070343;191
1173151637;212
1173177400;224
1173206465;2
1173208372;312
1173227039;280
1173231942;108
1173237244;321
1173263093;176
1173291609;320
1173343337;204
1173372115;158
1173373794;287
1173377327;224
1173416880;322
1173472268;204
1173518596;212
1173525290;108
1173595903;323
1173615626;191
1173634731;176
1173637684;212
1173662203;280
1173695504;2
1173709057;287
1173759247;224
1173774318;324
1173808133;312
1173833985;158
1173841593;287
1173946368;204
1173952130;325
1173958696;312
1173961566;212
1174056063;212
1174057411;176
1174065188;287
1174073948;108
1174081720;191
1174113747;280
1174129342;326
1174133168;204
1174182971;2
1174204913;280
1174205671;158
1174207656;176
1174282672;2
1174305958;327
1174337985;224
1174346798;158
1174382153;191
1174397838;108
1174444747;212
1174481983;328
1174526469;287
1174527835;158
1174548474;176
1174559622;212
1174657419;329
1174670576;191
1174700791;204
1174733593;2
1174768197;280
1174778538;176
1174824977;108
1174828672;330
1174848340;329
1174858607;158
1174917711;287
1174929405;224
1175002945;331
1175006247;212
1175008419;329
1175046927;176
1175100413;212
1175116437;204
1175123580;191
1175170351;280
1175176642;332
1175229843;2
1175244923;158
1175254873;224
1175284491;212
1175313933;332
1175320308;108
1175331182;287
1175349767;333
1175386825;280
1175447416;191
1175469192;108
1175480003;329
1175483273;176
1175486717;212
1175505850;280
1175522323;334
1175555152;224
1175589746;287
1175620034;204
1175653980;332
1175694314;335
1175708593;158
1175725245;2
1175750222;108
1175751540;212
1175765004;329
1175815447;176
1175865744;336
1175943756;191
1175946423;224
1175955925;280
1176015664;329
1176036617;337
1176037365;287
1176053617;2
1176056138;334
1176153626;204
1176196359;108
